date,NO2 1-Hour Mean Concentration Calibrated [ppb],NO2 1-Hour Mean Concentration Raw [ppb],PM1 1-Hour Mean Mass Concentration Raw [ug/m3],PM10 1-Hour Mean Mass Concentration Raw [ug/m3],PM2.5 1-Hour Mean Mass Concentration Raw [ug/m3],PM2.5 NowCast AQI (US EPA),PM2.5 NowCast Mass Concentration [ug/m3],humidity,latitude,longitude,pm1.0_atm,pm1.0_atm_a,pm1.0_atm_b,pm10.0_atm,pm10.0_atm_a,pm10.0_atm_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pressure,temperature
2024-04-23 22:00:00,,,,,,,,64.41379310344827,,,19.88758620689655,,19.523448275862066,35.35448275862069,,33.04275862068965,29.590344827586208,,28.402413793103445,755.5196551724138,19.9808429118774
2024-04-23 23:00:00,,,,,,,,61.3,,,8.567666666666668,,8.032,13.330666666666668,,12.189666666666666,11.843666666666667,,10.942333333333332,755.221,20.314814814814813
2024-04-23 23:00:00,,,,,,,,61.3,,,8.567666666666668,,8.032,13.330666666666668,,12.189666666666666,11.843666666666667,,10.942333333333332,755.221,20.314814814814813
2024-04-23 23:00:00,,,,,,,,61.3,,,8.567666666666668,,8.032,13.330666666666668,,12.189666666666666,11.843666666666667,,10.942333333333332,755.221,20.314814814814813
2024-04-24 00:00:00,,,,,,,,60.241379310344826,,,1.1241379310344828,,0.9224137931034484,1.8689655172413795,,1.600689655172414,1.6110344827586207,,1.2848275862068963,754.6931034482758,20.21072796934866
2024-04-24 00:00:00,,,,,,,,60.241379310344826,,,1.1241379310344828,,0.9224137931034484,1.8689655172413795,,1.600689655172414,1.6110344827586207,,1.2848275862068963,754.6931034482758,20.21072796934866
2024-04-24 00:00:00,,,,,,,,60.241379310344826,,,1.1241379310344828,,0.9224137931034484,1.8689655172413795,,1.600689655172414,1.6110344827586207,,1.2848275862068963,754.6931034482758,20.21072796934866
2024-04-24 01:00:00,,,,,,,,67.51612903225806,,,4.868064516129032,,4.364193548387097,6.865806451612904,,5.992580645161291,6.235161290322581,,5.440967741935483,754.0690322580645,18.870967741935484
2024-04-24 01:00:00,,,,,,,,67.51612903225806,,,4.868064516129032,,4.364193548387097,6.865806451612904,,5.992580645161291,6.235161290322581,,5.440967741935483,754.0690322580645,18.870967741935484
2024-04-24 01:00:00,,,,,,,,67.51612903225806,,,4.868064516129032,,4.364193548387097,6.865806451612904,,5.992580645161291,6.235161290322581,,5.440967741935483,754.0690322580645,18.870967741935484
2024-04-24 02:00:00,,,,,,,,67.4,,,2.645,,2.295666666666667,3.9343333333333335,,3.365333333333333,3.484,,2.917666666666667,753.5463333333333,19.05555555555556
2024-04-24 02:00:00,,,,,,,,67.4,,,2.645,,2.295666666666667,3.9343333333333335,,3.365333333333333,3.484,,2.917666666666667,753.5463333333333,19.05555555555556
2024-04-24 02:00:00,,,,,,,,67.4,,,2.645,,2.295666666666667,3.9343333333333335,,3.365333333333333,3.484,,2.917666666666667,753.5463333333333,19.05555555555556
2024-04-24 03:00:00,,,,,,,,68.6,,,3.9806666666666666,,3.3866666666666663,5.571,,4.635999999999999,5.042,,4.222,753.5079999999999,19.037037037037035
2024-04-24 03:00:00,,,,,,,,68.6,,,3.9806666666666666,,3.3866666666666663,5.571,,4.635999999999999,5.042,,4.222,753.5079999999999,19.037037037037035
2024-04-24 03:00:00,,,,,,,,68.6,,,3.9806666666666666,,3.3866666666666663,5.571,,4.635999999999999,5.042,,4.222,753.5079999999999,19.037037037037035
2024-04-24 04:00:00,,,,,,,,68.27586206896552,,,6.30344827586207,,5.480689655172414,8.71551724137931,,7.43,7.888275862068965,,6.728620689655172,753.8906896551724,19.252873563218397
2024-04-24 04:00:00,,,,,,,,68.27586206896552,,,6.30344827586207,,5.480689655172414,8.71551724137931,,7.43,7.888275862068965,,6.728620689655172,753.8906896551724,19.252873563218397
2024-04-24 04:00:00,,,,,,,,68.27586206896552,,,6.30344827586207,,5.480689655172414,8.71551724137931,,7.43,7.888275862068965,,6.728620689655172,753.8906896551724,19.252873563218397
2024-04-24 05:00:00,,,,,,,,62.8,,,5.836333333333333,,4.8533333333333335,7.875666666666666,,6.502,6.998666666666667,,5.778333333333333,754.2716666666668,19.46296296296296
2024-04-24 05:00:00,,,,,,,,62.8,,,5.836333333333333,,4.8533333333333335,7.875666666666666,,6.502,6.998666666666667,,5.778333333333333,754.2716666666668,19.46296296296296
2024-04-24 05:00:00,,,,,,,,62.8,,,5.836333333333333,,4.8533333333333335,7.875666666666666,,6.502,6.998666666666667,,5.778333333333333,754.2716666666668,19.46296296296296
2024-04-24 06:00:00,,,,,,,,54.86666666666667,,,6.411333333333333,,5.238666666666666,8.556000000000001,,7.345,7.575333333333333,,6.370666666666667,754.607,21.666666666666668
2024-04-24 06:00:00,,,,,,,,54.86666666666667,,,6.411333333333333,,5.238666666666666,8.556000000000001,,7.345,7.575333333333333,,6.370666666666667,754.607,21.666666666666668
2024-04-24 06:00:00,,,,,,,,54.86666666666667,,,6.411333333333333,,5.238666666666666,8.556000000000001,,7.345,7.575333333333333,,6.370666666666667,754.607,21.666666666666668
2024-04-24 07:00:00,,,,,,,,41.0,,,4.11,,3.452,5.654,,4.775333333333333,5.031000000000001,,4.197666666666667,755.006,25.88888888888889
2024-04-24 07:00:00,,,,,,,,41.0,,,4.11,,3.452,5.654,,4.775333333333333,5.031000000000001,,4.197666666666667,755.006,25.88888888888889
2024-04-24 07:00:00,,,,,,,,41.0,,,4.11,,3.452,5.654,,4.775333333333333,5.031000000000001,,4.197666666666667,755.006,25.88888888888889
2024-04-24 08:00:00,,,,,,,,32.93333333333333,,,1.7979999999999998,,1.3943333333333332,3.010333333333333,,2.616,2.452,,1.9506666666666663,755.3533333333332,28.83333333333333
2024-04-24 08:00:00,,,,,,,,32.93333333333333,,,1.7979999999999998,,1.3943333333333332,3.010333333333333,,2.616,2.452,,1.9506666666666663,755.3533333333332,28.83333333333333
2024-04-24 08:00:00,,,,,,,,32.93333333333333,,,1.7979999999999998,,1.3943333333333332,3.010333333333333,,2.616,2.452,,1.9506666666666663,755.3533333333332,28.83333333333333
2024-04-24 09:00:00,,,,,,,,31.73333333333333,,,0.9913333333333332,,0.7303333333333334,1.961,,1.753,1.457,,1.1306666666666667,755.309,28.40740740740741
2024-04-24 09:00:00,,,,,,,,31.73333333333333,,,0.9913333333333332,,0.7303333333333334,1.961,,1.753,1.457,,1.1306666666666667,755.309,28.40740740740741
2024-04-24 09:00:00,,,,,,,,31.73333333333333,,,0.9913333333333332,,0.7303333333333334,1.961,,1.753,1.457,,1.1306666666666667,755.309,28.40740740740741
2024-04-24 10:00:00,,,,,,,,32.06666666666667,,,1.3176666666666668,,0.9506666666666668,2.5570000000000004,,2.144,1.942,,1.4593333333333334,755.3496666666666,28.759259259259256
2024-04-24 10:00:00,,,,,,,,32.06666666666667,,,1.3176666666666668,,0.9506666666666668,2.5570000000000004,,2.144,1.942,,1.4593333333333334,755.3496666666666,28.759259259259256
2024-04-24 10:00:00,,,,,,,,32.06666666666667,,,1.3176666666666668,,0.9506666666666668,2.5570000000000004,,2.144,1.942,,1.4593333333333334,755.3496666666666,28.759259259259256
2024-04-24 11:00:00,,,,,,,,26.53333333333333,,,0.971,,0.7683333333333333,2.3256666666666663,,2.0136666666666665,1.5426666666666666,,1.2003333333333333,754.5743333333334,31.37037037037037
2024-04-24 11:00:00,,,,,,,,26.53333333333333,,,0.971,,0.7683333333333333,2.3256666666666663,,2.0136666666666665,1.5426666666666666,,1.2003333333333333,754.5743333333334,31.37037037037037
2024-04-24 11:00:00,,,,,,,,26.53333333333333,,,0.971,,0.7683333333333333,2.3256666666666663,,2.0136666666666665,1.5426666666666666,,1.2003333333333333,754.5743333333334,31.37037037037037
2024-04-24 12:00:00,,,,,,,,29.933333333333334,,,1.6323333333333332,,1.199,3.3116666666666665,,2.8016666666666667,2.283333333333333,,1.8766666666666667,753.617,29.259259259259263
2024-04-24 12:00:00,,,,,,,,29.933333333333334,,,1.6323333333333332,,1.199,3.3116666666666665,,2.8016666666666667,2.283333333333333,,1.8766666666666667,753.617,29.259259259259263
2024-04-24 12:00:00,,,,,,,,29.933333333333334,,,1.6323333333333332,,1.199,3.3116666666666665,,2.8016666666666667,2.283333333333333,,1.8766666666666667,753.617,29.259259259259263
2024-04-24 13:00:00,,,,,,,,27.032258064516128,,,1.819032258064516,,1.4261290322580646,3.421290322580645,,3.081935483870968,2.58,,2.0874193548387097,752.7009677419354,30.663082437275985
2024-04-24 13:00:00,,,,,,,,27.032258064516128,,,1.819032258064516,,1.4261290322580646,3.421290322580645,,3.081935483870968,2.58,,2.0874193548387097,752.7009677419354,30.663082437275985
2024-04-24 13:00:00,,,,,,,,27.032258064516128,,,1.819032258064516,,1.4261290322580646,3.421290322580645,,3.081935483870968,2.58,,2.0874193548387097,752.7009677419354,30.663082437275985
2024-04-24 14:00:00,,,,,,,,28.566666666666663,,,2.5933333333333333,,2.116,4.613333333333333,,3.966,3.544666666666666,,2.957666666666667,751.912,29.0
2024-04-24 14:00:00,,,,,,,,28.566666666666663,,,2.5933333333333333,,2.116,4.613333333333333,,3.966,3.544666666666666,,2.957666666666667,751.912,29.0
2024-04-24 14:00:00,,,,,,,,28.566666666666663,,,2.5933333333333333,,2.116,4.613333333333333,,3.966,3.544666666666666,,2.957666666666667,751.912,29.0
2024-04-24 15:00:00,,,,,,,,33.53333333333333,,,4.360666666666666,,3.902333333333333,7.665666666666667,,6.842666666666667,5.830333333333333,,5.175666666666667,751.4783333333332,26.333333333333336
2024-04-24 15:00:00,,,,,,,,33.53333333333333,,,4.360666666666666,,3.902333333333333,7.665666666666667,,6.842666666666667,5.830333333333333,,5.175666666666667,751.4783333333332,26.333333333333336
2024-04-24 15:00:00,,,,,,,,33.53333333333333,,,4.360666666666666,,3.902333333333333,7.665666666666667,,6.842666666666667,5.830333333333333,,5.175666666666667,751.4783333333332,26.333333333333336
2024-04-24 16:00:00,,,,,,,,36.63333333333333,,,6.829,,5.986,10.854666666666668,,10.245,8.796,,7.931333333333333,751.338,25.29629629629629
2024-04-24 16:00:00,,,,,,,,36.63333333333333,,,6.829,,5.986,10.854666666666668,,10.245,8.796,,7.931333333333333,751.338,25.29629629629629
2024-04-24 16:00:00,,,,,,,,36.63333333333333,,,6.829,,5.986,10.854666666666668,,10.245,8.796,,7.931333333333333,751.338,25.29629629629629
2024-04-24 17:00:00,,,,,,,,40.266666666666666,,,7.712000000000001,,7.078,12.224333333333334,,11.698333333333332,10.113333333333332,,9.282,751.722,23.759259259259256
2024-04-24 17:00:00,,,,,,,,40.266666666666666,,,7.712000000000001,,7.078,12.224333333333334,,11.698333333333332,10.113333333333332,,9.282,751.722,23.759259259259256
2024-04-24 17:00:00,,,,,,,,40.266666666666666,,,7.712000000000001,,7.078,12.224333333333334,,11.698333333333332,10.113333333333332,,9.282,751.722,23.759259259259256
2024-04-24 18:00:00,,,,,,,,43.25806451612903,,,9.190967741935484,,8.256774193548388,14.577419354838709,,13.298064516129031,12.03032258064516,,10.891612903225806,752.5196774193548,22.401433691756274
2024-04-24 18:00:00,,,,,,,,43.25806451612903,,,9.190967741935484,,8.256774193548388,14.577419354838709,,13.298064516129031,12.03032258064516,,10.891612903225806,752.5196774193548,22.401433691756274
2024-04-24 18:00:00,,,,,,,,43.25806451612903,,,9.190967741935484,,8.256774193548388,14.577419354838709,,13.298064516129031,12.03032258064516,,10.891612903225806,752.5196774193548,22.401433691756274
2024-04-24 19:00:00,,,,,,,,48.86666666666667,,,8.877999999999998,,8.134333333333334,14.387,,13.908,11.731666666666666,,11.053,753.2876666666667,21.38888888888889
2024-04-24 19:00:00,,,,,,,,48.86666666666667,,,8.877999999999998,,8.134333333333334,14.387,,13.908,11.731666666666666,,11.053,753.2876666666667,21.38888888888889
2024-04-24 19:00:00,,,,,,,,48.86666666666667,,,8.877999999999998,,8.134333333333334,14.387,,13.908,11.731666666666666,,11.053,753.2876666666667,21.38888888888889
2024-04-24 20:00:00,,,,,,,,49.7,,,7.861000000000001,,7.394,12.614,,12.077333333333334,10.472333333333331,,9.761666666666668,754.1206666666666,21.444444444444443
2024-04-24 20:00:00,,,,,,,,49.7,,,7.861000000000001,,7.394,12.614,,12.077333333333334,10.472333333333331,,9.761666666666668,754.1206666666666,21.444444444444443
2024-04-24 20:00:00,,,,,,,,49.7,,,7.861000000000001,,7.394,12.614,,12.077333333333334,10.472333333333331,,9.761666666666668,754.1206666666666,21.444444444444443
2024-04-24 21:00:00,,,,,,,,48.03225806451613,,,6.889032258064516,,6.3745161290322585,11.913548387096776,,10.869677419354838,9.319354838709677,,8.511935483870968,754.6809677419355,21.32616487455197
2024-04-24 21:00:00,,,,,,,,48.03225806451613,,,6.889032258064516,,6.3745161290322585,11.913548387096776,,10.869677419354838,9.319354838709677,,8.511935483870968,754.6809677419355,21.32616487455197
2024-04-24 21:00:00,,,,,,,,48.03225806451613,,,6.889032258064516,,6.3745161290322585,11.913548387096776,,10.869677419354838,9.319354838709677,,8.511935483870968,754.6809677419355,21.32616487455197
2024-04-24 22:00:00,,,,,,,,49.0,,,6.338620689655172,,5.793793103448277,10.544137931034482,,9.631724137931034,8.513103448275862,,7.6579310344827585,754.8741379310344,20.86206896551724
2024-04-24 22:00:00,,,,,,,,49.0,,,6.338620689655172,,5.793793103448277,10.544137931034482,,9.631724137931034,8.513103448275862,,7.6579310344827585,754.8741379310344,20.86206896551724
2024-04-24 22:00:00,,,,,,,,49.0,,,6.338620689655172,,5.793793103448277,10.544137931034482,,9.631724137931034,8.513103448275862,,7.6579310344827585,754.8741379310344,20.86206896551724
2024-04-24 23:00:00,,,,,,,,49.16666666666666,,,6.104666666666666,,5.499,10.186666666666667,,9.477666666666666,8.274333333333333,,7.372666666666666,754.4699999999999,20.611111111111107
2024-04-24 23:00:00,,,,,,,,49.16666666666666,,,6.104666666666666,,5.499,10.186666666666667,,9.477666666666666,8.274333333333333,,7.372666666666666,754.4699999999999,20.611111111111107
2024-04-24 23:00:00,,,,,,,,49.16666666666666,,,6.104666666666666,,5.499,10.186666666666667,,9.477666666666666,8.274333333333333,,7.372666666666666,754.4699999999999,20.611111111111107
2024-04-25 00:00:00,,,,,,,,51.689655172413794,,,6.949310344827587,,6.4158620689655175,11.34896551724138,,10.535172413793102,9.364827586206896,,8.477241379310344,753.7879310344827,19.59770114942529
2024-04-25 00:00:00,,,,,,,,51.689655172413794,,,6.949310344827587,,6.4158620689655175,11.34896551724138,,10.535172413793102,9.364827586206896,,8.477241379310344,753.7879310344827,19.59770114942529
2024-04-25 00:00:00,,,,,,,,51.689655172413794,,,6.949310344827587,,6.4158620689655175,11.34896551724138,,10.535172413793102,9.364827586206896,,8.477241379310344,753.7879310344827,19.59770114942529
2024-04-25 01:00:00,,,,,,,,51.87096774193548,,,7.139354838709677,,6.667096774193548,12.140322580645162,,11.140967741935484,9.714193548387096,,8.948387096774193,753.3758064516129,19.641577060931905
2024-04-25 01:00:00,,,,,,,,51.87096774193548,,,7.139354838709677,,6.667096774193548,12.140322580645162,,11.140967741935484,9.714193548387096,,8.948387096774193,753.3758064516129,19.641577060931905
2024-04-25 01:00:00,,,,,,,,51.87096774193548,,,7.139354838709677,,6.667096774193548,12.140322580645162,,11.140967741935484,9.714193548387096,,8.948387096774193,753.3758064516129,19.641577060931905
2024-04-25 02:00:00,,,,,,,,54.75862068965517,,,7.360344827586206,,6.961724137931034,12.256896551724138,,11.424137931034483,9.973793103448276,,9.321724137931032,753.0993103448276,19.15708812260536
2024-04-25 02:00:00,,,,,,,,54.75862068965517,,,7.360344827586206,,6.961724137931034,12.256896551724138,,11.424137931034483,9.973793103448276,,9.321724137931032,753.0993103448276,19.15708812260536
2024-04-25 02:00:00,,,,,,,,54.75862068965517,,,7.360344827586206,,6.961724137931034,12.256896551724138,,11.424137931034483,9.973793103448276,,9.321724137931032,753.0993103448276,19.15708812260536
2024-04-25 03:00:00,,,,,,,,57.3,,,7.920666666666666,,7.523333333333331,12.912333333333333,,12.255666666666666,10.732666666666669,,9.956666666666669,753.0883333333334,18.648148148148145
2024-04-25 03:00:00,,,,,,,,57.3,,,7.920666666666666,,7.523333333333331,12.912333333333333,,12.255666666666666,10.732666666666669,,9.956666666666669,753.0883333333334,18.648148148148145
2024-04-25 03:00:00,,,,,,,,57.3,,,7.920666666666666,,7.523333333333331,12.912333333333333,,12.255666666666666,10.732666666666669,,9.956666666666669,753.0883333333334,18.648148148148145
2024-04-25 04:00:00,,,,,,,,57.23333333333333,,,8.047,,7.495666666666667,13.404666666666666,,12.899,10.873333333333331,,10.263666666666667,753.3686666666667,18.62962962962963
2024-04-25 04:00:00,,,,,,,,57.23333333333333,,,8.047,,7.495666666666667,13.404666666666666,,12.899,10.873333333333331,,10.263666666666667,753.3686666666667,18.62962962962963
2024-04-25 04:00:00,,,,,,,,57.23333333333333,,,8.047,,7.495666666666667,13.404666666666666,,12.899,10.873333333333331,,10.263666666666667,753.3686666666667,18.62962962962963
2024-04-25 05:00:00,,,,,,,,57.63333333333333,,,9.664666666666667,,8.966666666666667,15.125333333333334,,14.280666666666669,12.630666666666666,,11.81,753.6026666666668,18.759259259259256
2024-04-25 05:00:00,,,,,,,,57.63333333333333,,,9.664666666666667,,8.966666666666667,15.125333333333334,,14.280666666666669,12.630666666666666,,11.81,753.6026666666668,18.759259259259256
2024-04-25 05:00:00,,,,,,,,57.63333333333333,,,9.664666666666667,,8.966666666666667,15.125333333333334,,14.280666666666669,12.630666666666666,,11.81,753.6026666666668,18.759259259259256
2024-04-25 06:00:00,,,,,,,,57.16666666666666,,,12.534666666666668,,11.402666666666669,18.58566666666667,,17.392,15.901333333333334,,14.668666666666669,753.9706666666666,19.296296296296298
2024-04-25 06:00:00,,,,,,,,57.16666666666666,,,12.534666666666668,,11.402666666666669,18.58566666666667,,17.392,15.901333333333334,,14.668666666666669,753.9706666666666,19.296296296296298
2024-04-25 06:00:00,,,,,,,,57.16666666666666,,,12.534666666666668,,11.402666666666669,18.58566666666667,,17.392,15.901333333333334,,14.668666666666669,753.9706666666666,19.296296296296298
2024-04-25 07:00:00,,,,,,,,48.38709677419355,,,6.941612903225806,,6.20483870967742,10.817096774193548,,9.742903225806453,9.04516129032258,,7.985806451612904,754.5906451612904,21.989247311827956
2024-04-25 07:00:00,,,,,,,,48.38709677419355,,,6.941612903225806,,6.20483870967742,10.817096774193548,,9.742903225806453,9.04516129032258,,7.985806451612904,754.5906451612904,21.989247311827956
2024-04-25 07:00:00,,,,,,,,48.38709677419355,,,6.941612903225806,,6.20483870967742,10.817096774193548,,9.742903225806453,9.04516129032258,,7.985806451612904,754.5906451612904,21.989247311827956
2024-04-25 08:00:00,,,,,,,,43.0,,,6.024333333333333,,5.610666666666666,9.893333333333334,,9.110333333333331,8.039,,7.289,754.9743333333333,23.42592592592593
2024-04-25 08:00:00,,,,,,,,43.0,,,6.024333333333333,,5.610666666666666,9.893333333333334,,9.110333333333331,8.039,,7.289,754.9743333333333,23.42592592592593
2024-04-25 08:00:00,,,,,,,,43.0,,,6.024333333333333,,5.610666666666666,9.893333333333334,,9.110333333333331,8.039,,7.289,754.9743333333333,23.42592592592593
2024-04-25 09:00:00,,,,,,,,35.46666666666667,,,6.123666666666667,,5.446666666666667,9.897666666666668,,9.098333333333333,7.997666666666666,,7.1770000000000005,754.8493333333333,26.35185185185185
